"smiles","drug_label"
"NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](O)(=O)OP(O)(O)=O)[C@H](O)[C@H]1OP(O)(O)=O","2'-Monophosphoadenosine-5'-Diphosphate (DB02363)"
"NC1=NC2=C(N=CN2[C@H]2C[C@@H](O)[C@H](CO[P@@](O)(=O)O[C@@H]3C[C@@H](O[C@H]3CO)N3C=CC(N)=NC3=O)O2)C(=O)N1","deoxycytidylyl-3',5'-guanosine (DB03326)"
"OC[C@H]1NC(=N/O)[C@@H](O)[C@@H](O)[C@@H]1O","D-Gluconhydroximo-1,5-Lactam (DB02376)"
"O[C@@H]1CO[C@H](O)[C@H](O)[C@H]1O","alpha-D-Xylopyranose (DB03389)"
"NC(=S)C1=CC=C[N+](=C1)[C@@H]1O[C@@H](CO[P@]([O-])(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](OP(O)(O)=O)[C@H]2O)N2C=NC3=C2N=CN=C3N)[C@H](O)[C@H]1O","Tatp (DB01763)"
"OC(=O)C1=NON=C1O","4-Hydroxy-1,2,5-Oxadiazole-3-Carboxylic Acid (DB02401)"
"NC(=O)C1=CN(C=CC1)[C@@H]1O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](OP(O)(O)=O)[C@H]2O)N2C=NC3=C2N=CN=C3N)[C@H](O)[C@H]1O","Nadph Dihydro-Nicotinamide-Adenine-Dinucleotidephosphate (DB02338)"
"[O-]C(=O)C=CC([O-])=O","Fumarate (DB01677)"
"N[C@@H](CCC(=O)N[C@H](CS)C(O)=O)C(O)=O","Gamma-Glutamylcysteine (DB03408)"
"C[C@H](N)C(=O)NS(=O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C1N=CN=C2N","'5'-O-(N-(L-Alanyl)-Sulfamoyl)Adenosine (DB03376)"
"C[C@]12CC[C@H]3[C@@H](CCC4=CC(O)=CC=C34)[C@@H]1C[C@@H](CCCCCCCCC(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC3=C1N=CN=C3N)[C@H]2O","EM-1745 (DB02323)"
"CC1(C)[C@@H](CC[C@]2(C)[C@@H]1CC[C@]1(C)[C@H]2C(=O)C=C2[C@@H]3C[C@@](C)(CC[C@@]3(C)CC[C@@]12C)C(O)=O)OC(=O)CCC(O)=O","Carbenoxolone (DB02329)"
"COC1=CC(CN(C)C2=CC=C3N=C(N)N=C(N)C3=C2)=C(OC)C=C1","2,4-Diamino-6-[N-(2',5'-Dimethoxybenzyl)-N-Methylamino]Quinazoline (DB02427)"
"CC1=C(CNC2=CC=CC3=NC=CC=C23)C=NC2=NC(N)=NC(N)=C12","Sri-9439 (DB03351)"
"O=CNCC1=CC=CC=C1","N-Benzylformamide (DB02481)"
"O[C@H]1O[C@H](CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=NC3=C2N=CN2C=CN=C32)[C@@H](O)[C@@H]1O","Etheno-Nad (DB02483)"
"OCC1=C(F)C(F)=C(F)C(F)=C1F","2,3,4,5,6-Pentafluorobenzyl Alcohol (DB01711)"
"C[C@@H]1O[C@H](OC[C@@H]2O[C@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC=C(O)C(O)=C3)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O","Rutin (DB01698)"
"CCCCCCCCCCCC(=O)NCCC[N+](C)(C)[O-]","[3-(Dodecanoylamino)Propyl](Hydroxy)Dimethylammonium (DB01736)"
"CC(C)CC(=O)O[C@H]1[C@@H](O[C@@H]2C[C@]3(C)[C@H]4CC[C@@H]5C[C@@]4(CC[C@H]3C(C2)(C(O)=O)C(O)=O)[C@@H](O)C5=C)O[C@@H](COO)[C@H](OS(O)(=O)=O)[C@@H]1OS(O)(=O)=O","Carboxyatractyloside (DB02426)"
"OC(=O)CCC1C2=CC=C(O)C=C2OC2=C1C=CC(O)=C2","3,6-Dihydroxy-Xanthene-9-Propionic Acid (DB01644)"
"N[C@H](CCC(=O)N[C@H](CSSC[C@@H](NC(=O)CC[C@@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O","Oxidized Glutathione Disulfide (DB03310)"
"COC1=CC(=CC(OC)=C1)C(=O)N[C@@H]1[C@@H](O)[C@H](CO)O[C@H]1N1C=NC2=C1N=CN=C2NCC1=CC=CC2=C1C=CC=C2","N-Naphthalen-1-Ylmethyl-2'-[3,5-Dimethoxybenzamido]-2'-Deoxy-Adenosine (DB03331)"
"NC(=O)C1=NN(C=N1)[C@@H]1O[C@@H](COP(O)(O)=O)[C@H](O)[C@H]1O","Ribavirin Monophosphate (DB01693)"
"C[C@H]1[C@H](C=C)C2=CC3=C(C)C(CCC(O)=O)=C4C=C5C(CCC(O)=O)=C(C)C6=[N+]5[Fe]5(N34)N3C(=C6)C(C)=C(C=C)C3=C(C1=[N+]25)C1=CC=CC=C1","12-Phenylheme (DB02468)"
"CC1=CC=CC=C1CC(=O)NC1=CC(C)=C(C(C)=C1)S(=O)(=O)NCC(O)=O","Inhibitor Idd 384 (DB01689)"
"COC1=C(C2=CC=CC(C(=S)N(C)CC(O)=O)=C2C=C1)C(F)(F)F","Tolrestat (DB02383)"
"N[C@@H](CCC(=O)N[C@H](CSC1=CC=C(C=C1[N+]([O-])=O)[N+]([O-])=O)C(=O)NCC(O)=O)C(O)=O","Glutathione S-(2,4 Dinitrobenzene) (DB02458)"
"N[C@@H](CC1=CNC2=C1C=C(F)C=C2)C(O)=O","Fluorotryptophane (DB03314)"
"N[C@@H](CC1=CONC1=O)C(O)=O","(S)-Des-Me-Ampa (DB01664)"
"CC(C)(C)C1=C(C[C@H](N)C(O)=O)C(OCP(O)(O)=O)=NO1","2-Amino-3-(5-Tert-Butyl-3-(Phosphonomethoxy)-4-Isoxazolyl)Propionic Acid (DB02347)"
"N[C@@H](CN1C2=C(CCC2)C(=O)NC1=O)C(O)=O","(S)-2-Amino-3-(1,3,5,7-Pentahydro-2,4-Dioxo-Cyclopenta[E]Pyrimidin-1-Yl) Proionic Acid (DB03240)"
"CC(C)(C)C1=C(C[C@@H]([NH3+])C([O-])=O)C([O-])=NO1","(S)-ATPA (DB03319)"
"NCCCOP(O)(O)=O","O-Phosphoethanolamine (DB01738)"
"N[C@@H](CCC(=O)N[C@H](CS[C@H](O)N(O)C1=CC=C(I)C=C1)C(=O)NCC(O)=O)C(O)=O","S-(N-Hydroxy-N-Iodophenylcarbamoyl)Glutathione (DB03330)"
"[H][C@]1(O)[C@]([H])(O)[C@@]([H])(CO)O[C@@]([H])(OCCCCCCC)[C@]1([H])O","Heptyl-Beta-D-Glucopyranoside (DB03338)"
"CN1C(CCCO)=C(CO)C2=C1C(=O)C=C(N1CC1)C2=O","3-Hydroxymethyl-5-Aziridinyl-1methyl-2-[1h-Indole-4,7-Dione]-Propanol (DB02395)"
"COC1=CC(=O)C2=C(C(COC3=CC=C(C=C3)[N+]([O-])=O)=C(C)N2C)C1=O","5-Methoxy-1,2-Dimethyl-3-(4-Nitrophenoxymethyl)Indole-4,7-Dione (DB02400)"
"CC1=CC=C(O)C=C1","P-Cresol (DB01688)"
"NC1=CC=CC=C1O","2-Aminophenol (DB01726)"
"O[C@@H]1[C@@H](O)[C@@H](O[C@H]1CO[P@@](O)([O-])=O)[N+]1=CC=CC(=C1)C(O)=O","Namn (DB02382)"
"OC1=CC=CC=C1","Phenol (DB03255)"
"OCCSSCCO","2-Hydroxyethyl Disulfide (DB02486)"
"N[C@@H](CC[C@@H](O)O[C@H]1O[C@H](CO)[C@@H](O)[C@@]1(O)F)C(O)=O","Modified Ribosylated Glutamyl Ester (DB03371)"
"[H][C@@](CC1=CC=CC=C1)(NC(=O)[C@]1([H])CSCCN1S(=O)(=O)C1=CC=C(C)C=C1)C(=O)OCC","(3r)-4-(P-Toluenesulfonyl)-1,4-Thiazane-3-Carboxylicacid-L-Phenylalanine Ethyl Ester (DB01712)"
"CC[C@H](C(=O)N1CCCC[C@@H]1C(=O)O[C@@H](CCC1=CC=C(OC)C(OC)=C1)C1=CC=CC(OCC(O)=O)=C1)C1=CC(OC)=C(OC)C(OC)=C1","{3-[3-(3,4-Dimethoxy-Phenyl)-1-(1-{1-[2-(3,4,5-Trimethoxy-Phenyl)-Butyryl]-Piperidin-2yl}-Vinyloxy)-Propyl]-Phenoxy}-Acetic Acid (DB01723)"
"OC1=C(Cl)C=C(C=C1Cl)C1=CC(Cl)=C(O)C(Cl)=C1","3,5,3',5'-Tetrachloro-Biphenyl-4,4'-Diol (DB03346)"
"CCCCCCCCCCCCC(O)=O","N-Tridecanoic Acid (DB02448)"
"CC(=O)OCC1=C(N2[C@@H](SC1)[C@H](NC(=O)CCC[C@H]([NH3+])C(O)=O)C2=O)C(O)=O","Cephalosporin C (DB03313)"
"NC1=NC(=O)N(C=C1)[C@@H]1O[C@@H](COP(O)(O)=O)[C@H](O)[C@H]1O","Cytidine-5'-Monophosphate (DB03403)"
"O[C@H](CS)[C@H](O)CS","Dithioerythritol (DB01692)"
"CC1=CN([C@H]2C[C@@H](O)[C@H](CO[P@@](O)(=O)O[P@@](O)(=O)OP(O)(O)=O)O2)C(=O)NC1=O","Thymidine-5'-Triphosphate (DB02452)"
"OC(=O)C(=O)NC1=CC2=C(C=CC=C2)C=C1C(O)=O","3-(Oxalyl-Amino)-Naphthalene-2-Carboxylic Acid (DB01734)"
"NCC1=CC=C(NC(=O)C(O)=O)C=C1","[[4-(Aminomethyl)Phenyl]Amino]Oxo-Acetic Acid, (DB02420)"
"CCCCCNC(=O)[C@@H](CC1=CC=C(OC(C(O)=O)C(O)=O)C=C1)NC(=O)N[C@H](CC1=CC=CC=C1)C(O)=O","2-{4-[(2s)-2-[({[(1s)-1-Carboxy-2-Phenylethyl]Amino}Carbonyl)Amino]-3-Oxo-3-(Pentylamino)Propyl]Phenoxy}Malonic Acid (DB02436)"
"CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=C(C=C2)S(=O)(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1","3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid [4-(Thiazol-2-Ylsulfamoyl)-Phenyl]-Amide (DB03311)"
"[H][C@@](CCSC)(NC(C)=O)C(O)=O","N-Acetylmethionine (DB01646)"
"CCCCCCCCCCCCCCCC(=O)OC[C@@H](CO[P@](O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCC","3-[Aminoethylphosphoryl]-[1,2-Di-Palmitoyl]-Sn-Glycerol (DB01728)"
"C[C@H](OP(O)(O)=O)[C@@H](N)C(O)=O","Phosphonothreonine (DB02482)"
"CCCCCCCCCCCCCCCC=O","Hexadecanal (DB03381)"
"CC(=C)C(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N","Methacrylyl-Coenzyme A (DB01675)"
"CN1C=[N+]([C@@H]2O[C@H](CO[P@](O)(=O)O[P@](O)(=O)O[P@](O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)N3C=NC4=C(N)N=CN=C34)[C@@H](O)[C@H]2O)C2=C1C(=O)N=C(N)N2","7-Methyl-Gpppa (DB01649)"
"C[C@H](NC1=NC=CC(=N1)C1=C(N=C(C2CCNCC2)N1C)C1=CC(=CC=C1)C(F)(F)F)C1=CC=CC=C1","4-[5-[2-(1-Phenyl-Ethylamino)-Pyrimidin-4-Yl]-1-Methyl-4-(3-Trifluoromethylphenyl)-1h-Imidazol-2-Yl]-Piperidine (DB01761)"
"NC1=NC=CC=C1OCC1=CC=CC=C1","3-(Benzyloxy)Pyridin-2-Amine (DB02352)"
"NC1=NC(OCC2CCCCC2)=C2N=CNC2=N1","6-O-Cyclohexylmethyl Guanine (DB02407)"
"NC1=NC=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=C1","4-[(6-Amino-4-Pyrimidinyl)Amino]Benzenesulfonamide (DB03307)"
"COC1=CC2=NC=NC(NC3=CC(O)=CC=C3)=C2C=C1OC","4-[3-Hydroxyanilino]-6,7-Dimethoxyquinazoline (DB03365)"
"OC(=O)C1=CC=CC(O)=C1O","2,3-Dihydroxy-Benzoic Acid (DB01672)"
"OC(=O)CC1=C2NC(=O)C3=CC=CC=C3N2C2=C1C=CC=C2","(5-Oxo-5,6-Dihydro-Indolo[1,2-a]Quinazolin-7-Yl)-Acetic Acid (DB01765)"
"CO[C@@H]1O[C@@H]2CO[C@](C)(O[C@@H]2[C@H](O)[C@H]1O)C(O)=O","Methyl 4,6-O-[(1r)-1-Carboxyethylidene]-Beta-D-Galactopyranoside (DB01651)"
"CC1=CN([C@H]2C[C@@H](O)[C@H](CO[P@](O)(=O)O[P@@](O)(=O)O[P@@](O)(=O)O[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]3O[C@H]([C@H](O)[C@H]3O)N3C=NC4=C3N=CN=C4N)O2)C(=O)NC1=O","P1-(5'-Adenosyl)P5-(5'-Thymidyl)Pentaphosphate (DB03280)"
"N[C@@H](C[C@@H]1CC(=N[C@@H]2C[C@H]2C2=CC=CC=C2)C(O)=CC1=O)C(O)=O","2-Amino-3-[4-Hydroxy-6-Oxo-3-(2-Phenyl-Cyclopropylimino)-Cyclohexa-1,4-Dienyl]-Propionic Acid (DB01657)"
"OC(=O)C=CC1=CC=CC=C1O","trans-2-hydroxycinnamic acid (DB01650)"
"OC1=CC(=O)C2=CC=CC=C2O1","4-hydroxycoumarin (DB03410)"
"OC[C@@H](OP(O)(O)=O)C(O)=O","2-Phosphoglyceric Acid (DB01709)"
"O[C@@H]1[C@@H](O)[C@@H](O[C@@H]1CO[P@]([O-])(=O)O[P@]([O-])(=O)OP([O-])([O-])=O)N1C=NC2=C1N=CN([C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O)C2=N","Phosphoribosyl Atp (DB01661)"
"NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](O)(=O)OP(O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=NC3=C2N=CN=C3N)[C@H](O)[C@H]1O","Bis(Adenosine)-5'-Triphosphate (DB01690)"
"C[C@@H](Cl)CCl","1,2-Dichloro-Propane (DB01701)"
"C[C@H](O)CBr","1-Bromopropane-2-Ol (DB03335)"
"NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)OP(O)(O)=S)[C@H](O)[C@H]1O","Adenosine-5'-Diphosphate Monothiophosphate (DB01660)"
"NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)OP(O)(=O)O[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=NC3=C2N=CN=C3N)[C@H](O)[C@H]1O","Bis(Adenosine)-5'-Pentaphosphate (DB01717)"
"CC(C)[C@H]1OC(=O)C2=CCCN2C(=O)C2=COC(=N2)CC(=O)C[C@H](O)C=C(/C)C=CCNC(=O)C=C[C@H]1C","Virginiamycin M1 (DB01669)"
"O[C@@H]([C@H](CC(O)=O)C(O)=O)C(O)=O","Isocitric Acid (DB01727)"
"O[C@@H]([C@@H](O)C(O)=O)C(O)=O","D-tartaric acid (DB01694)"
"OC[C@@H]1O[C@H](S[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]3CO)S[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@H]4[C@H](O)[C@@H](O)[C@H](S)O[C@H]4CO)O[C@H]3CO)O[C@H]2CO)[C@@H](O)[C@H](O)[C@H]1O","Thio-Maltopentaose (DB01719)"
"OC[C@]12O[C@H]1C[C@H](O)[C@@H](O)[C@H]2O","Oxiranpseudoglucose (DB02394)"
"C[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1N","4,6-Dideoxy-4-Amino-Beta-D-Glucopyranoside (DB02469)"
"OC[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@H]2CO)[C@@H](O)[C@H](O)[C@H]1O","Maltose (DB03323)"
"OC(=O)C(NC(=O)C1=CC=CC=C1)=CC1=CC=C(OC2=CC=CC=C2Br)C=C1","(2z)-2-(Benzoylamino)-3-[4-(2-Bromophenoxy)Phenyl]-2-Propenoic Acid (DB01720)"
"C[C@@H](NC(=O)[C@@H](C)O[C@@H]1[C@@H](O)[C@H](CO)O[C@H](O[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=CC(=O)NC2=O)[C@H]1NC(C)=O)C(O)=O","Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine (DB01673)"
"O[C@@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H](O)C(O)=O","L-Guluronic Acid 6-Phosphate (DB01655)"
"OC(O)CN(C[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)COP(O)(O)=O)CP(O)(O)=O","{[(2,2-Dihydroxy-Ethyl)-(2,3,4,5-Tetrahydroxy-6-Phosphonooxy-Hexyl)-Amino]-Methyl}-Phosphonic Acid (DB02433)"
"CC[C@@H](OP(O)(O)=O)C(O)=O","2-(Phosphonooxy)Butanoic Acid (DB03248)"
"C[C@H](NC(=O)[C@@H](C)O[C@@H]1[C@@H](O)[C@H](CO)O[C@H](O[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=CC(=O)NC2=O)[C@H]1NC(C)=O)C(=O)N[C@H](CCC(O)=O)C(O)=O","Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine-D-Glutamate (DB02314)"
"NC(=[NH2+])c1ccc2nc(Cc3nc4ccc(cc4n3)C(N)=[NH2+])nc2c1","Bis(5-Amidino-Benzimidazolyl)Methane (DB01705)"
"OS(=O)(=O)CCNC1CCCCC1","N-Cyclohexyltaurine (DB03309)"
"C[C@@H]([C@@H](C[C@@H](O)CN1CCN(CC2=CC=C3OCOC3=C2)C[C@@H]1C(=O)NC(C)(C)C)C(=O)N[C@H]1[C@H](O)CC2=CC=CC=C12)C1=CC=CC=C1","Analogue of Indinavir Drug (DB01721)"
"CCCOC(C)=O","Propyl Acetate (DB01670)"
"C[C@H](N)[C@H](N)CCCCCC(O)=O","7,8-Diamino-Nonanoic Acid (DB01715)"
"C[C@@H](O)[C@H]1NC(=O)[C@H](NC(=O)[C@@H](CCCN(O)C=O)NC(=O)[C@@H](CCCCNC1=O)NC(=O)[C@@H](CCCN(O)C=O)NC(=O)[C@H](CO)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@H](CO)NC(=O)[C@H]1CCN[C@H]2N1C1=CC(O)=C(O)C=C1C=C2NC(=O)CCC(O)=O)[C@@H](C)O","Pyoverdine-Chromophore (DB01743)"
"CC[C@@H](C)[C@H](N)C(=O)NS(=O)(=O)NC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C1N=CN=C2N","N-[Isoleucinyl]-N'-[Adenosyl]-Diaminosufone (DB01755)"
"[NH3+][C@H](CCl)C([O-])=O","3-Chloroalaninate (DB01735)"
"CC(=O)N[C@H]1CCCN2O[Fe]345(ON(CCC[C@@H]6NC(=O)[C@H](CCCN(O3)C(C=C(C)/CCOC1=O)=[O]4)NC6=O)C(C=C(C)CCO)=[O]5)[O]=C2C=C(/C)CCO","Coprogen (DB01747)"
"NC(=O)[C@H]1C=[N+](C=CC1=O)[C@@H]1O[C@@H](CO[P@](O)(=[O-])O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](OP(O)(O)=O)[C@H]2O)N2C=NC3=C2N=CN=C3N)[C@H](O)[C@H]1O","4-Oxo-Nicotinamide-Adenine Dinucleotide Phosphate (DB01753)"
"CN1CN([C@@H]2O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)OP(O)(O)=O)[C@H](O)[C@H]2O)C2=C1C(=O)NC(N)=N2","7n-Methyl-8-Hydroguanosine-5'-Triphosphate (DB03358)"
"[H][C@@](CC1=CC=CC=C1)(C(O)=O)[C@]([H])(CC1=CC2=C(OCO2)C=C1)C(O)=O","2-Benzo[1,3]Dioxol-5-Ylmethyl-3-Benzyl-Succinic Acid (DB02450)"
"NC1N=C2C=CC=CC2=N1","ZK-800270 (DB01665)"
"NC(=[NH2+])c1ccc2nc(nc2c1)C1=CC=CC(C2=CC=CC=C2)=C1[O-]","CRA_7806 (DB01725)"
"[H][C@@](CC1=CC=CC(=C1)C(N)=N)(NC(=O)CNS(=O)(=O)C1=CC=C(C)C=C1)C(=O)OC","Nalpha-(2-Naphthylsulfonylglycyl)-3-Amidino-D,L-Phenylalanine-Isopropylester (DB01737)"
"NC(=[NH2+])C1=CC=C2NC(=NC2=C1)C1=CC(=CC(=C1[O-])C1=C(F)C=CC=C1)[C@@H](CC([O-])=O)C([O-])=O","CRA_17693 (DB01741)"
"COC(=O)C1CCN(CC1)C(=O)[C@H](CC1=CC=CC(=C1)C(N)=N)NS(=O)(=O)C1=CC=C2C=CC=CC2=C1","N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)Isopipecolinic Acid Methyl Ester (DB01745)"
"NC(=N)C1=CC2=C(NC(CC3=NC4=C(N3)C=CC=C4)=N2)C=C1","Hemi-Babim (DB01767)"
"CN1C(CNC2=CC=C(C=C2)C(N)=N)=NC2=C1C=CC(CN1C(C)=NC3=C1C=CC=C3)=C2","4-{[1-Methyl-5-(2-Methyl-Benzoimidazol-1-Ylmethyl)-1h-Benzoimidazol-2-Ylmethyl]-Amino}-Benzamidine (DB02354)"
"NC(=[NH2+])c1cc2nc(nc2cc1Cl)C1=CC=CC(C2=CC=CC=C2)=C1[O-]","CRA_10762 (DB02366)"
"[NH3+]CC1CCCCC1","Aminomethylcyclohexane (DB02435)"
"NC(=[NH2+])C1=CC2=C(NC(=C2)C2=CC=CC=C2O)C=C1","2-(2-Hydroxy-Phenyl)-1h-Indole-5-Carboxamidine (DB02463)"
"NCC1=CC=CC=C1","Benzylamine (DB02464)"
"[NH3+]CC1=CC=C(F)C=C1","4-Fluorobenzylamine (DB03243)"
"[H][C@@](CCCNC(N)=N)(NC(=O)C1CCCC1)C(=O)C1=NC2=C(S1)C=CC=C2","RWJ-51084 (DB03251)"
"NC(=N)C1=CC=C(NC(=O)NC2=CC=C(OC3=CC=CC=C3)C=C2)C=C1","1-(2-Amidinophenyl)-3-(Phenoxyphenyl)Urea (DB03337)"
"CC(=N)N1CCC(CC1)Oc1ccc2nc(C)[n+](CC3=CC=C4C=CC(=CC4=C3)C(N)=N)c2c1","ZK-806711 (DB03373)"
"[H][C@](N)(CC1=CC(I)=C(O)C(I)=C1)C(O)=O","3,5-Diiodotyrosine (DB03374)"
"O[C@H]1[C@H](CO[P@](O)(=O)O[P@@](O)(=O)O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O","Udp-Alpha-D-Xylopyranose (DB01713)"
"O[C@H](C=C(/O)[O-])C([O-])=O","Malate Like Intermediate (DB03343)"
"CN(CC1=CN(C)C2=CC=CC=C12)C(=O)C=CC1=CN=C2NC(=O)CCC2=C1","Indole Naphthyridinone (DB01691)"
"N[C@@H](CC1=CC=C(O)C(I)=C1)C(O)=O","3-Iodo-Tyrosine (DB01758)"
"N[C@@H](CC1=CC=C(O)C=C1)C(=O)NS(=O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C1N=CN=C2N","Tyrosyladenylate (DB03325)"
"O[C@@H]1[C@@H](O)[C@@H](COC2=CC=CC=C2)N(CC2=CC=CC=C2)C(=O)N(CC2=CC=CC=C2)[C@H]1COC1=CC=CC=C1","(4r,5s,6s,7r)-1,3-Dibenzyl-4,7-Bis(Phenoxymethyl)-5,6-Dihydroxy-1,3 Diazepan-2-One (DB01732)"
"C[S@](=O)CC[C@@H](N)C(O)=O","S-Oxymethionine (DB02467)"
"[H][C@](NC(=O)CCC(O)=O)(C(O)=O)C1=CC=CC=C1","N-Succinyl Phenylglycine (DB03299)"
"CC(C)(CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1=CC=C(O)C=C1","4-Hydroxybenzoyl Coenzyme A (DB01652)"
"OS(=O)(=O)O[C@H]1[C@@H](OS(O)(=O)=O)[C@@H](OS(O)(=O)=O)[C@@H](OS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@@H]1OS(O)(=O)=O","D-Myo-Inositol-Hexasulphate (DB01666)"
"[H][C@]12CC(=O)O[C@]1([H])C1=C(C(=O)C3=C(C=CC=C3O)C1=O)[C@]([H])(C)O2","Nanaomycin D (DB01668)"
"CC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O","Trinitrotoluene (DB01676)"
"CC(C)C[C@@H](NC(=O)[C@H](NC(=O)N[C@H](CC1=CC=CC=C1)C(O)=O)[C@H]1CCNC(=N)N1)C(=O)N[C@H](CC1=CC=CC=C1)C=O","Chymostatin (DB01683)"
"OC(=O)CC1=CC(O)=C(O)C=C1","2-(3,4-Dihydroxyphenyl)Acetic Acid (DB01702)"
"CCCCCCCCCCCCCCCC[N+](C)(C)C","Cetyl-Trimethyl-Ammonium (DB01718)"
"[H][C@](O)(CN(C)C)CN1C2=CC=C(Br)C=C2C2=C1C=CC(Br)=C2","(S)-Wiskostatin (DB01731)"
"CC(=O)N[C@H]1[C@H](O)C[C@@](OC2=CC=C3C(C)=CC(=O)OC3=C2)(O[C@@H]1[C@@H](O)[C@H](O)CO)C(O)=O","Methylumbelliferyl Sialic Acid (DB01768)"
"CC(=O)N[C@H]1[C@H](O)C[C@@](O[C@H]2[C@@H](O)[C@H](CO)O[C@@H](O[C@@H]3[C@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H]2O)(O[C@@H]1[C@@H](O)[C@H](O)CO)C(O)=O","Lactose Sialic Acid (DB03296)"
"[H][C@@](C)(CC1=CC=CC=C1O)C(O)=O","Trans-O-Hydroxy-Alpha-Methyl Cinnamate (DB01662)"
"OC(=O)C=CC1=C(O)C=C(O)C=C1","2,4-Dihydroxy-Trans Cinnamic Acid (DB01704)"
"OC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O","Genistein (DB01645)"
"OC(=O)CC1=C2C=CC=CC2=CC=C1","Naphthalen-1-Yl-Acetic Acid (DB01750)"
"ONC(=O)CCCP([O-])([O-])=O","N-Hydroxy-4-Phosphono-Butanamide (DB01695)"
"OC(=O)CCP(O)(O)=O","2-Carboxyethylphosphonic Acid (DB03379)"
"COC1=NC=CN=C1C(C)C","2-Methoxy-3-Isopropylpyrazine (DB01760)"
"O[C@@H](COP(O)(O)=O)[C@@H](O)C(O)=O","D-4-Phosphoerythronic Acid (DB01756)"
"OC(=O)C1=C(C(O)=O)C(C(O)=O)=C(C(O)=O)C(C(O)=O)=C1C(O)=O","Benzene Hexacarboxylic Acid (DB01681)"
